Player,Cap Hit (M$)
Petr Placek,0.775
Matthias Plachta,0.775
Adam Plant,0.775
Alex Plante,0.775
Jean-Francois Plante,0.775
Tyler Plante,0.775
Geoff Platt,0.775
Kyle Platzer,0.775
Austin Plevy,0.775
Tomas Plihal,0.775
Lukas Plos,0.775
Vladislav Podyapolsky,0.775
Justin Pogge,0.775
Benjamin Poitras,0.775
Sasha Pokulok,0.775
Chase Polacek,0.775
Vojtech Polak,0.775
Adam Polasek,0.775
Alexei Polodyan,0.775
Zakhar Polshakov,0.775
Alexander Polunin,0.775
Tanner Pond,0.775
Brett Ponich,0.775
Alexander Ponomaryov,0.775
Scott Pooley,0.775
Andrei Popov,0.775
Mark Popovic,0.775
Anthony Popovich,0.775
Chris Porter,0.775
Kevin Porter,0.65
Saverio Posa,0.775
Kristian Pospisil,0.775
Tomas Pospisil,0.775
Ryan Potulny,0.775
Marc-Antoine Pouliot,0.775
Seamus Powell,0.775
Matt Prapavessis,0.775
Michael Prapavessis,0.725
Vincent Praplan,0.925
Austin Pratt,0.775
Jeremy Price,0.775
Filip Prikryl,0.775
Chayse Primeau,0.775
Greg Printz,0.775
Jacob Pritchard,0.775
Nick Prkusic,0.775
Martin Prochazka,0.775
Andrew Prochno,0.775
Luka Profaca,0.775
Glebs Prohorenkovs,0.775
Alexei Prokopenko,0.775
William Proos,0.775
Ethan Prow,0.75
Petr Prucha,0.775
Roman Pucek,0.775
Ivars Punnenovs,0.775
Colin Purcell,0.775
Tommy Purdeller,0.775
Konstantin Pushkarev,0.775
Jon Puskar,0.775
Mario Puskarich,0.775
Juuso Puustinen,0.775
Eric Pye,0.775
Logan Pyett,0.775
Garrett Pyke,0.775
Filip Pyrochta,0.7675
Patrick Quinlan,0.775
Cory Quirk,0.775
Joseph Raaymakers,0.775
Wacey Rabbit,0.775
Nate Raduns,0.775
Daniel Rahimi,0.775
Prab Rai,0.775
Kevin Raine,0.775
Toni Rajala,0.775
Rhett Rakhshani,0.775
John Ramage,0.65
Tim Ramholt,0.775
Marino Ramirez,0.775
Rhett Rampinelli,0.775
Travis Ramsey,0.775
Jack Randl,0.775
Brendan Ranford,0.775
Joe Ranger,0.775
Paul Ranger,0.775
Connor Rankin,0.775
Evan Rankin,0.775
Otso Rantakari,0.775
Iivari Rasanen,0.775
Joonas Rask,0.775
Dayton Rasmussen,0.775
Mark Rassell,0.775
Joey Ratelle,0.775
Yannick Rathgeb,0.925
Chad Rau,0.775
Alec Rauhauser,0.77
David Rautio,0.775
Chris Rawlings,0.775
Joel Rechlicz,0.775
Liam Reddox,0.775
Harrison Reed,0.775
Dylan Reese,0.775
Richie Regehr,0.775
Steve Regier,0.775
Peter Regin,0.775
Aneslmo Rego,0.775
Michael Regush,0.775
Ryan Rehill,0.775
Cody Reichard,0.775
Liekit Reichle,0.775
Adam Reid,0.775
Brodie Reid,0.775
Darren Reid,0.775
James Reid,0.775
Adam Reideborn,0.775
Lee Reimer,0.775
Kenny Reiter,0.775
Ivan Remezovsky,0.775
Parker Reno,0.775
Peter Repcik,0.775
Michal Repik,0.775
Landan Resendes,0.775
Martin Reway,0.706667
Jonathan Rheault,0.775
Rhett Rhinehart,0.775
Samuel Richard,0.775
Tanner Richard,0.575
Alec Richards,0.775
Danny Richmond,0.775
Jack Ricketts,0.775
Ellis Rickwood,0.775
Calle Ridderwall,0.775
Will Riedell,0.775
Yannick Riendeau,0.775
Christoffer Rifalk,0.775
Carter Rigby,0.775
Blair Riley,0.775
Conor Riley,0.775
Ty Rimmer,0.775
Rasmus Rinne,0.775
Merrick Rippon,0.775
Henri Risikko,0.775
Rasmus Rissanen,0.775
Jaynen Rissling,0.775
Ethan Ritchie,0.775
Nolan Ritchie,0.775
Mattias Ritola,0.775
Alex Roach,0.775
Colby Robak,0.775
Adam Robbins,0.775
Connor Roberts,0.775
Zachary Roberts,0.775
Ben Robertson,0.775
Carter Robertson,0.775
Charlie Robertson,0.775
Dennis Robertson,0.65
Brandon Robinson,0.775
Carter Robinson,0.775
Dylan Robinson,0.775
Josh Robinson,0.775
Mat Robinson,0.775
Owen Robinson,0.775
Adam Rockwood,0.775
Dmitri Rodionychev,0.775
Bryan Rodney,0.775
Garrett Roe,0.775
Rylen Roersma,0.775
Joe Rogalski,0.775
Andy Rogers,0.775
Kyle Rogers,0.775
Miika Roine,0.775
Grant Rollheiser,0.775
Ralf Rollinger,0.775
Stuart Rolofs,0.775
Deivs Rolovs,0.775
Kieran Roman,0.775
Ondrej Roman,0.775
Tony Romano,0.775
Aaron Rome,0.775
Sean Romeo,0.775
Joe Rooney,0.775
Jesse Root,0.775
Kim Rosdahl,0.775
Jay Rosehill,0.775
Cody Rosen,0.775
Robert Rosen,0.775
Brad Ross,0.775
Jared Ross,0.775
Nick Ross,0.775
Andrew Rowe,0.775
Jordan Rowley,0.775
Mathieu Roy,0.775
Niklas Rubin,0.775
Mark Rubinchik,0.775
Tyler Ruegsegger,0.775
Rainers Rullers,0.775
Chris Rumble,0.775
Joel Rumpel,0.775
Matt Rupert,0.775
Ryan Russell,0.775
Matt Rust,0.775
Theo Ruth,0.775
Troy Rutkowski,0.775
Jan Ruzicka,0.775
Stefan Ruzicka,0.775
Vladimir Ruzicka,0.775
Ben Ryan,0.775
Joe Ryan,0.775
Kenny Ryan,0.775
Matt Ryan,0.775
Dan Ryder,0.775
Takov Rylov,0.775
Dominik Rymon,0.775
Jussi Rynnas,0.775
Johan Ryno,0.775
Jason Ryznar,0.775
Zach Saar,0.775
Julius Saari,0.775
Malik Saberzyanov,0.775
Nico Sacchetti,0.775
Chase Sakic,0.775
Alexander Salak,0.775
Brian Salcido,0.775
Dante Salituro,0.725
Jere Sallinen,0.775
Tomi Sallinen,0.775
Anssi Salmela,0.775
Santeri Salmela,0.775
Sakari Salminen,0.775
Sami Salminen,0.775
Jordan Sambrook,0.775
Alexander Samoilov,0.775
Alexander Samonov,0.775
Charlie Sampair,0.775
Jerome Samson,0.775
Antoine Samuel,0.775
Adam Samuelsson,0.775
Jesper Samuelsson,0.775
Philip Samuelsson,0.65
James Sanchez,0.775
Filip Sandberg,0.7675
Ryan Sandelin,0.775
Emil Sandin,0.775
Linus Sandin,0.75
Carter Sandlak,0.775
Mark Santorelli,0.775
Mathew Santos,0.775
Sergei Sapego,0.775
Vinny Saponari,0.775
Nick Saracino,0.775
Charlie Sarault,0.775
Tristan Sarsland,0.775
Billy Sauer,0.775
Mike Sauer,0.775
Alex Saulnier,0.775
Allain Saulnier,0.775
Brennan Saulnier,0.775
Alexander Saunders,0.775
Clarke Saunders,0.775
Nathan Saunders,0.775
Max Sauve,0.775
Yann Sauve,0.775
Ryan Savage,0.775
Tyler Savard,0.775
Veli-Matti Savinainen,0.775
Owen Savory,0.775
Raymond Sawada,0.775
Jean-Claude Sawyer,0.775
Mario Scalzo,0.775
Nick Schaus,0.775
Lane Scheidl,0.775
Brad Schell,0.775
Geoffrey Schemitsch,0.775
Kyle Schempp,0.925
Charlie Schenkel,0.775
Tristan Scherwey,0.775
Ian Scherzer,0.775
Eric Schierhorn,0.775
Drew Schiestel,0.775
Garrett Schifsky,0.775
Nick Schilkey,0.775
Craig Schira,0.775
Niklas Schlegel,0.775
Colin Schmidt,0.775
Beau Schmitz,0.775
Michael Schnattinger,0.775
Nick Schneider,0.658333
Stefan Schneider,0.775
Ryan Schnell,0.775
Ben Schoen,0.775
Alex Schoenborn,0.7175
Nathan Schoenfeld,0.775
Rick Schofield,0.775
Martin Schreiber,0.775
Zach Schroeder,0.775
Ian Schultz,0.775
Jeff Schultz,0.775
Jesse Schultz,0.775
Stephen Schultz,0.775
Ty Schultz,0.775
Felix Schutz,0.775
Rylan Schwartz,0.775
Marek Schwarz,0.775
Janick Schwendener,0.775
Kay Schweri,0.775
Greg Scott,0.775
Justin Scott,0.7
George Scouras,0.775
Michael Sdao,0.775
Keith Seabrook,0.775
Jakub Sedlacek,0.775
Nolan Seed,0.775
Brandon Segal,0.775
Bobby Segin,0.775
Aki Seitsonen,0.775
Shane Sellar,0.775
Eric Selleck,0.775
Justin Selman,0.925
Eric Semborski,0.775
Brendan Semchuk,0.775
T.J. Semptimphelter,0.775
Mikael Seppala,0.775
Noah Serdachny,0.775
Artem Sergeev,0.775
Artyom Serikov,0.775
Brennan Serville,0.775
Tim Sestito,0.775
Oliver Setzinger,0.775
Vincent Sevigny,0.775
Tyson Sexsmith,0.775
Clark Seymour,0.775
Danai Shaiikov,0.775
Josh Shalla,0.775
Ryan Shannon,0.775
David Shantz,0.775
Kyle Shapiro,0.775
Damir Sharipzyanov,0.775
Alexander Sharov,0.775
MacGregor Sharp,0.775
Jimmy Sharrow,0.775
Alexander Sharychenkov,0.775
Nikita Shashkov,0.775
Tyler Shattock,0.775
Brady Shaw,0.775
Bobby Shea,0.775
Neil Shea,0.775
Nolan Sheeran,0.775
Tyler Shelast,0.775
Cole Shepard,0.775
Derek Sheppard,0.75
James Sheppard,0.775
Dmitri Sheshin,0.775
David Shields,0.775
Mack Shields,0.775
Sang-Hoon Shin,0.775
Brendan Shinnimin,0.775
Steven Shipley,0.775
Colin Shirley,0.775
Sergei Shirokov,0.775
Sergei Shmelyov,0.775
Mattias Sholl,0.775
Tomas Sholl,0.775
Conor Shortall,0.775
Yan Shostak,0.775
Dmitri Shugayev,0.775
Justin Shugg,0.775
Jake Sibell,0.775
Matt Siddall,0.775
Mikhail Sidorov,0.775
Ryan Siedem,0.775
Luke Siemens,0.775
Jonathan Sigalet,0.775
Quentin Sigurdson,0.775
Miska Siikonen,0.775
Tyler Sikura,0.75
Stephen Silas,0.775
Grant Silianoff,0.775
Brody Silk,0.775
Zach Sill,0.6125
Timotej Sille,0.775
David Silye,0.775
Juraj Simek,0.775
Petteri Simila,0.775
Dario Simion,0.775
Frankie Simonelli,0.775
Trevor Simonick,0.775
Tomas Simonsen,0.775
Kent Simpson,0.775
Mark Simpson,0.775
Wayne Simpson,0.65
Shane Sims,0.775
Thomas Sinclair,0.775
Jakub Sindel,0.775
Bowden Singleton,0.775
Semyon Sinyatkin,0.775
Ebbe Sionas,0.775
Mike Sislo,0.775
Fredrik Sjostrom,0.775
Evgeni Skachkov,0.775
Jordan Skellett,0.775
Darian Skeoch,0.775
Brett Skinner,0.775
Nikolai Skladnichenko,0.775
David Sklenicka,0.925
Alexander Skorenov,0.775
Graham Slaggert,0.775
Jake Slaker,0.775
Robert Slaney,0.775
Damian Slavik,0.775
David Sloane,0.775
Tomas Slovak,0.775
Frank Slubowski,0.775
Matt Smaby,0.775
Jonathan Smart,0.775
Jalen Smereck,0.686666
Ladislav Smid,0.775
Yegor Smirnov,0.775
Deniss Smirnovs,0.775
Austin Smith,0.775
Ben Smith,0.65
Colin Smith,0.775
Derek Smith,0.775
Dustin Smith,0.775
Dylan Smith,0.775
Hunter Smith,0.775
Jacob Smith,0.775
Jason Smith,0.775
Landon Smith,0.775
Larry Smith,0.775
Mitchell Smith,0.775
Trevor Smith,0.6125
Radek Smolenak,0.775
Carl Sneep,0.775
Brad Snetsinger,0.775
Aaron Snow,0.775
Steffen Soberg,0.775
Cody Sol,0.775
Jedd Soleway,0.775
Justin Solovey,0.775
Alexey Solovyev,0.775
Zach Solow,0.775
Brett Sonne,0.775
Kyen Sopa,0.775
Eetu Sopanen,0.775
George Sorensen,0.775
Tanner Sorenson,0.775
Nick Sorkin,0.775
Justin Soryal,0.775
Oleg Sosunov,0.716666
Alex Sotek,0.775
Liam Souliere,0.775
Tomas Soustal,0.775
Joe Sova,0.775
Dan Spang,0.775
Aidan Spellacy,0.775
Liam Spencer,0.775
Tim Spencer,0.775
Tyler Spezia,0.775
Matthew Spiller,0.775
David Spina,0.775
Steven Spinell,0.775
Tylor Spink,0.775
Tyson Spink,0.775
Steven Spinner,0.775
Tyler Spurgeon,0.775
Shawn St-Amant,0.775
Frederic St-Denis,0.775
Lucas St-Louis,0.775
Colten St. Clair,0.775
Travis St. Denis,0.775
Ryan St. Louis,0.775
Martin St. Pierre,0.775
Scott Stajcer,0.775
Sebastian Stalberg,0.775
Jordy Stallard,0.775
Ty Stanton,0.775
Bernhard Starkbaum,0.775
Kirill Starkov,0.775
Stepan Starkov,0.775
Yan Stastny,0.775
Brad Staubitz,0.775
Casey Staum,0.775
Liam Steele,0.775
Ryan Steeves,0.775
Marcel Stefancik,0.775
Matt Stefanishion,0.775
Sebastian Stefaniszin,0.775
Mikhail Stefanovich,0.775
Taylor Stefishen,0.775
Logan Stein,0.775
Joe Stejskal,0.775
Ludwig Stenlund,0.775
Elias Stenman,0.775
Jakub Stepanek,0.775
Logan Stephenson,0.775
Matt Stephenson,0.775
Josh Sterk,0.775
Brett Sterling,0.775
Jonas Stettmer,0.775
Colin Stevens,0.775
John Stevens,0.75
Dustin Stevenson,0.775
Dyson Stevenson,0.775
Keegan Stevenson,0.775
Anthony Stewart,0.775
Brian Stewart,0.775
Gregory Stewart,0.775
Hayden Stewart,0.775
Karl Stewart,0.775
MacKenze Stewart,0.775
Tyler Stewart,0.775
Ryan Stoa,0.775
Rhett Stoesser,0.775
Myles Stoesz,0.775
Christian Stoever,0.775
Ryan Stokes,0.775
Karl Stollery,0.775
Ryan Stone,0.775
Brayden Stortz,0.775
John Stout,0.775
Peter Stoykewych,0.775
Tyson Strachan,0.775
Petr Straka,0.775
Matej Stransky,0.775
Peter Stratis,0.775
C.J. Stretch,0.775
Zack Stringer,0.775
Matthew Struthers,0.775
Brodi Stuart,0.775
Andrew Sturtz,0.7675
Helmer Styf,0.775
Yegor Suchkov,0.775
Alexander Sudnitsin,0.775
Colin Suellentrop,0.775
Vladislav Sukhachkyov,0.775
Colin Sullivan,0.775
Sean Sullivan,0.775
Alexander Sulzer,0.775
Steve Summerhays,0.775
Chris Summers,0.65
Zehao Sun,0.775
Tony Sund,0.8425
Johan Sundstrom,0.77
Cameron Supryka,0.775
Nikita Surayev,0.775
Reto Suri,0.775
Gregg Sutch,0.775
Alexander Suvorov,0.775
David Svagrovsky,0.775
Janis Svanenbergs,0.775
Matej Svoboda,0.775
Bryce Swan,0.775
Steven Swaveley,0.775
Bill Sweatt,0.775
Lukas Swedin,0.775
Jacob Sweeney,0.775
Andrew Sweetland,0.775
Mike Swift,0.775
Vladimir Sychyov,0.775
Cody Sylvester,0.775
Joey Sylvester,0.775
Gabriel Sylvestre,0.775
Sebastien Sylvestre,0.775
T.J. Syner,0.775
Vladislav Syomin,0.775
Danny Syvret,0.775
Joseph Szarka,0.775
Paul Szczechura,0.775
Shawn Szydlowski,0.775
Arsen Taimazov,0.775
Shayne Taker,0.775
Julian Talbot,0.775
Max Talbot,0.775
Barry Tallackson,0.775
Mikael Tam,0.775
Adam Tambellini,0.65
Kevin Tansey,0.775
Matt Taormina,0.65
Roope Taponen,0.775
Andy Taranto,0.775
Andrei Taratukhin,0.775
Benjamin Tardif,0.775
Jamie Tardif,0.775
Maxwell Tardy,0.775
Iiro Tarkki,0.775
Matt Tassone,0.775
Daniel Taylor,0.85
Mattias Tedenby,0.775
Noah Tegelaar,0.775
Tyson Teichmann,0.775
Ivan Telegin,0.775
Joey Tenute,0.775
Yuri Terao,0.775
Logan Terness,0.775
Michael-Lee Teslak,0.775
Kelsey Tessier,0.775
J.P. Testwuide,0.775
Mike Testwuide,0.775
Colten Teubert,0.775
Keoni Texeira,0.775
Ryan Thang,0.775
Colin Theisen,0.775
Alex Theriau,0.775
Jacob Therrien,0.775
Christopher Thibodeau,0.775
Brad Thiessen,0.775
Adam Thilander,0.775
Jared Thomas,0.775
Garrett Thompson,0.775
Paul Thompson,0.675
Riley Thompson,0.775
Patrick Thoresen,0.775
Aaron Thow,0.775
Dalton Thrower,0.775
Andreas Thuresson,0.775
Frederik Tiffels,0.7425
Viktor Tikhonov,0.775
Niklas Tikkinen,0.775
Matthew Timms,0.775
Rasmus Tirronen,0.775
Peter Tischke,0.775
Nikolai Tishkevich,0.775
Nate Tivey,0.775
Kellan Tochkin,0.775
Daine Todd,0.775
Juha Toivonen,0.775
Jacob Toll,0.775
Ole-Kristian Tollefsen,0.775
Cameron Tolnai,0.775
Denis Tolpeko,0.775
Atte Tolvanen,0.775
Henrik Tommernes,0.775
Jordan Topping,0.775
Tobias Tornqvist,0.775
Zack Torquato,0.775
Jacob Tortora,0.775
Rylan Toth,0.775
Peter Trainor,0.775
Teydon Trembecky,0.775
Hunter Tremblay,0.775
Jonathan Tremblay,0.775
Nicholas Tremblay,0.775
Maxim Tretiak,0.775
Niklas Treutle,0.775
T.J. Trevelyan,0.775
Corey Trivino,0.775
Steven Trojanovic,0.775
Branden Troock,0.775
Brock Trotter,0.775
Philippe Trudeau,0.775
Vyacheslav Trukhno,0.775
Scott Truman,0.775
Maxim Trunev,0.775
Evan Trupp,0.775
Alexei Tsyplakov,0.775
Lauri Tukonen,0.775
Kirill Tulupov,0.775
Martin Tuma,0.775
Frans Tuohimaa,0.775
Parker Tuomie,0.775
Yanick Turcotte,0.775
Tony Turgeon,0.775
Travis Turnbull,0.775
Oliver Turner,0.775
Dan Turple,0.775
Leo Tuuva,0.775
Nick Tuzzolino,0.775
Marek Tvrdon,0.775
Artur Tyanulin,0.775
Cole Tymkin,0.775
Tucker Tynan,0.775
Antti Tyrvainen,0.775
Jake Uberti,0.775
Dominik Uher,0.575
Richard Ullberg,0.775
David Ullstrom,0.65
Josh Unice,0.775
Jan Urbas,0.775
Alexander Urbom,0.775
Zach Urdahl,0.775
Matt Ustaski,0.775
Igor Ustinsky,0.775
Jak Vaarwerk,0.775
Julius Vahatalo,0.775
Brady Vail,0.775
Ondrej Vala,0.697666
Boris Valabik,0.775
Reid Valade,0.775
Liam Valente,0.775
Pavel Valentenko,0.775
Dallas Valentine,0.775
Craig Valette,0.775
Curtis Valk,0.6825
Nolan Valleau,0.775
David Vallorani,0.775
Matthew Van Blaricom,0.775
Bryce Van Brabant,0.775
Mark Van Guilder,0.775
Chris Van Os-Shaw,0.775
Garrett Van Wyhe,0.775
Guus Van der Kaaij,0.775
Troy Vance,0.775
A.J. Vanderbeck,0.775
Lassi Vanhatalo,0.775
Charlie Vasaturo,0.775
Valeri Vasiliev,0.775
Anton Vasilyev,0.775
Corbin Vaughan,0.775
Jaxsin Vaughan,0.775
Taylor Vause,0.775
Adam Vay,0.775
Maxim Vehovsky,0.775
Alex Velischek,0.775
Emmanuel Vella,0.775
Joel Vermin,0.775
Michael Vernace,0.775
Matt Vernon,0.775
Jerome Verrier,0.775
Natan Vertes,0.775
Tyler Vesel,0.735
Sebastian Vidmar,0.775
Marek Viedensky,0.775
John Vigilante,0.775
Sam Vigneault,0.925
Valtteri Viirret,0.775
Ville Viitanen,0.775
Nuutti Viitasalo,0.775
Tomas Vincour,0.775
Yegor Vinogradov,0.775
Ryan Vinz,0.775
Matthew Virgilio,0.775
Patrik Virta,0.775
Mark Visentin,0.775
Ivan Vishnevskiy,0.775
Joe Vitale,0.775
Reece Vitelli,0.775
Dmitri Vlasenko,0.775
Konstantin Volchenko,0.775
Ivan Volgin,0.775
Roman Voloshenko,0.775
Aaron Volpatti,0.775
Parker Von Richter,0.775
Michael Vorlicky,0.775
Dmitri Vorobiev,0.775
Kuzma Voronin,0.775
Will Vote,0.775
Joona Voutilainen,0.775
Daniil Vovchenko,0.775
Alex-Olivier Voyer,0.775
Petr Vrana,0.775
Fabio Wagner,0.775
Ryan Wagner,0.775
Steve Wagner,0.775
Mitch Wahl,0.775
Oskar Wahlberg,0.775
Max Wahlgren,0.775
Tim Wahlgren,0.775
Cooper Walker,0.775
Geoff Walker,0.775
Luke Walker,0.775
Michael Wall,0.775
Aidan Wallace,0.775
Tim Wallace,0.775
Dustin Walsh,0.775
Jared Walsh,0.775
Shane Walsh,0.775
T.J. Walsh,0.775
Tom Walsh,0.775
Eric Walsky,0.775
Dane Walters,0.775
Ryan Walters,0.775
Conor Walton,0.775
Tom Wandell,0.775
Sebastian Wannstrom,0.775
Mason Ward,0.775
Matteus Ward,0.775
Michael Ward,0.775
Evan Wardley,0.775
Will Warm,0.775
Hunter Warner,0.7
Sam Warning,0.775
Carl Wassenius,0.775
Francis Wathier,0.775
Matt Watkins,0.775
Patrick Watling,0.775
Ryan Watson,0.775
Spencer Watson,0.705833
J.D. Watt,0.775
Geoff Waugh,0.775
Dawson Weatherill,0.775
Mike Weber,0.775
Mitchell Weeks,0.775
Joe Wegwerth,0.775
Danny Weight,0.775
Evan Weinger,0.775
Jace Weir,0.775
Matthew Weis,0.775
Noah Welch,0.775
Patrick Wellar,0.775
Justin Weller,0.775
Shawn Weller,0.775
Casey Wellman,0.775
Eric Wellwood,0.775
Kyle Wellwood,0.775
Henry Welsch,0.775
Jeremy Welsh,0.775
Evan Weninger,0.775
Ethan Werek,0.775
Lukas Wernblom,0.775
Melvin Wersall,0.775
Jase Weslosky,0.775
Gustaf Wesslau,0.775
Jared Westcott,0.775
Pathrik Westerholm,0.775
Ponthus Westerholm,0.775
Emil Westerlund,0.775
Kevin Westgarth,0.775
Arvid Westlin,0.775
David Westlund,0.775
Gustaf Westlund,0.775
Wilhelm Westlund,0.775
Riley Wetmore,0.775
Ben Wexler,0.775
Blake Weyrick,0.775
Alex Whelan,0.775
Jackson Whistle,0.775
A.J. White,0.775
Ian White,0.775
Jordan White,0.775
Matt White,0.775
Derek Whitmore,0.775
Joe Whitney,0.775
Roman Wick,0.775
Shayne Wiebe,0.775
Manuel Wiederer,0.736667
Adam Wilcox,0.65
Cody Wild,0.775
Finlay Williams,0.775
Jay Williams,0.775
Jeremy Williams,0.775
Josh Williams,0.775
Nigel Williams,0.775
Stephon Williams,0.775
Dylan Willick,0.775
Matt Willows,0.775
Ben Wilson,0.775
Clay Wilson,0.775
Cole Wilson,0.775
Hudson Wilson,0.775
Jacob Wilson,0.775
Jared Wilson,0.775
Kelsey Wilson,0.775
Koletrane Wilson,0.775
Kyle Wilson,0.775
Ryan Wilson,0.775
Tyson Wilson,0.775
Jesse Winchester,0.775
Clint Windsor,0.775
Blake Winiecki,0.775
Scott Winkler,0.775
Josh Winquist,0.775
Avery Winslow,0.775
Petteri Wirtanen,0.775
Ty Wishart,0.775
Chase Witala,0.775
Clay Witt,0.775
Ed Wittchow,0.775
David Wohlberg,0.775
Eskil Wold,0.775
Simon Wolf,0.775
Wojtek Wolski,0.775
Briley Wood,0.775
Roan Woodward,0.775
Mark Woolley,0.775
Drew Worrad,0.775
Jeff Woywitka,0.775
William Wrenn,0.775
James Wright,0.775
Geordie Wudrick,0.775
Cody Wydo,0.775
J.T. Wyman,0.775
Jaimen Yakubowski,0.775
Juncheng Yan,0.775
Ruinan Yan,0.775
Albert Yarullin,0.775
Trevor Yates,0.775
Pavel Yelizarov,0.775
Oleg Yevenko,0.775
Rudi Ying,0.775
Bryan Yoon,0.775
Dalton Yorke,0.775
Ben Youds,0.775
Harry Young,0.775
Justin Young,0.775
Mitchell Young,0.775
Dmitri Yudin,0.775
Zachary Yuen,0.775
Libor Zabransky,0.775
Patrik Zackrisson,0.775
Marek Zagrapan,0.775
Kelly Zajac,0.775
Nolan Zajac,0.775
Michael Zalewski,0.775
Steve Zalewski,0.775
Petr Zamorsky,0.775
Paul Zanette,0.775
Ryan Zapolski,0.775
Matthew Zay,0.775
Mason Zebeski,0.775
John Zeiler,0.775
Vojtech Zelenak,0.775
Mark Zengerle,0.775
Dustyn Zenner,0.775
Lewis Zerter-Gossage,0.775
Pengfei Zhang,0.775
Nikolay Zherdev,0.775
Tyson Zimmer,0.775
Dylan Zink,0.775
Anton Zlobin,0.775
Dmitri Zugan,0.775
Eli Zummack,0.775
Dominic Zwerger,0.775
Brendan van Riemsdyk,0.775
Brad Lambert,0.886666
Colin Miller,1.5
Hunter Haight,0.865833
Ian Moore,0.925
Dakota Mermis,0.8125
Logan Mailloux,0.875
Leevi Merilainen,1.05
