Player,Cap Hit (M$)
Brett Murray,0.775
Pavel Novak,0.846667
Andrew Poturalski,0.8
Marshall Rifai,0.775
Owen Say,0.8725
Zachary Sharp,0.775
Artem Shlaine,0.775
Veini Vehvilainen,0.925
Jakub Vondras,0.775
Jared Wright,0.8675
Lucas Elvenes,0.775
Dominik Kubalik,2.5
Mathis Preston,0.775
Reko Alanko,0.775
Michael Callow,0.775
Daniil Chechelev,0.775
Jacob Cloutier,0.775
Cameron Crotty,0.8125
Artem Guryev,0.86
Justin Janicke,0.775
Reese Johnson,0.775
Michal Kunc,0.861
Rasmus Larsson,0.775
Charlie Leddy,0.775
Joaquim Lemay,0.775
Jake Lucchini,0.775
Connor McClennon,0.775
Lane Pederson,0.775
Alexander Pelevin,0.775
Matthew Perkins,0.775
Garrett Pilon,0.775
Colton Point,0.75
Vojtech Port,0.775
Connor Punnett,0.87
Harrison Scott,0.975
Mitchell Stephens,0.775
Matthew Strome,0.776666
Connor Hvidston,0.775
Maddox Schultz,0.775
Michal Teply,0.775
Nicklas Backstrom,9.2
Jeremie Biakabutuka,0.825
Collin Delia,0.775
Reid Dyck,0.775
Hugo Gabrielson,0.775
Patrick Guay,0.775
Kenta Isogai,0.775
Kyle Jackson,0.775
Boris Katchouk,0.775
Reese Laubach,0.775
Daniil Misyul,0.8675
Valtteri Pulli,0.95
Ryan Scarfo,0.775
Blake Smith,0.875
Wojciech Stachowiak,0.775
Joel Svensson,0.775
Ivan Vorobyov,0.775
Albin Grewe,0.775
Tristan Allard,0.8725
Tyrel Bauer,0.775
Clark Bishop,0.775
Will Cranley,0.775
Louis Domingue,0.775
Oscar Eklind,0.8
Zach Fucale,0.775
Mac Hollowell,0.775
Grant Hutton,0.775
Maros Jedlicka,0.775
Artur Kayumov,0.775
Alexis Mathieu,0.775
Kyle McDonald,0.87
Dryden McKay,0.775
Bryce Montgomery,0.85491
Xavier Parent,0.85
Anri Ravinskis,0.8725
Grayden Robertson-Palmer,0.775
Arttu Ruotsalainen,0.925
Layton Ahac,0.8975
Jimmy Vesey,0.8
Cameron Whynot,0.775
Carson Bantle,0.775
Henrik Borgstrom,0.75
Luke Coughlin,0.775
Gunnarwolfe Fontaine,0.775
Axel Hurtig,0.775
Filip Lindberg,0.925
Joel Maatta,0.775
Joe Miller,0.775
Kalem Parker,0.775
Calle Rosen,0.775
Kai Schwindt,0.798334
Jack Sparkes,0.775
Albin Sundin,0.775
Brady Turko,0.775
Wyatte Wylie,0.820833
William von Barnekow,0.775
Nolan Burke,0.861667
Jon Merrill,1.2
Brendan Smith,1.0
Marc-Edouard Vlasic,7.0
Wade Allison,0.785
Jack Beck,0.775
Tyler Benson,0.75
Ben Boyd,0.775
Jackson Crowder,0.775
Justin Dowling,0.775
Felix Farhammar,0.775
Rylan Fellinger,0.775
Ethan Haider,0.775
T.J. Hughes,0.775
Dryden Hunt,0.825
Axel Jonsson-Fjallby,0.775
Joey Keane,0.809166
David Klee,0.775
Jalen Luypen,0.859167
Austin Moline,0.775
Frederik Nissen Dichow,0.775
Antti Saarela,0.89625
Joe Snively,0.775
Noah Steen,0.775
Riley Sutter,0.775
Zaccharaya Wisdom,0.775
Vasili Zelenov,0.775
Miles Cooper,0.775
Austin Baker,0.775
Rasmus Bergqvist,0.775
Cameron Butler,0.858333
Jimmy Clark,0.775
Aron Dahlqvist,0.775
Jesper Eliasson,0.775
Max Graham,2.5
Robert Hagg,0.775
Jacob Ingham,0.775
Wyatt Kalynuk,0.775
Jake Karabela,0.775
Samuel Knazko,0.8475
Luke Krys,0.87
Kyle Kukkonen,0.775
Max Lajoie,0.775
Brendan Lemieux,0.775
Caleb MacDonald,0.9225
Alexei Melnichuk,0.925
Christopher Romaine,0.775
German Rubtsov,0.75
Scott Sabourin,0.775
Dmitry Samorukov,0.775
Basile Sansonnens,0.775
Corey Schueneman,0.775
Bulat Shafigullin,0.775
Marian Studenic,0.775
Joe Vrbetic,0.775
Brian Zanetti,0.775
Logan Hutsko,0.8675
Ryan Johansen,8.0
Nikolai Knyzhov,0.775
Milan Lucic,1.0
Nick Merkley,0.775
Keven Veilleux,0.775
Tyson Dyck,0.775
Robert Flinton,0.8675
Hayden Hodgson,0.775
Cameron Hughes,0.775
Theo Jacobsson,0.775
Anton Johannesson,0.775
Blake McLaughlin,0.88375
Waltteri Merela,0.87
Matthew Morden,0.775
Yegor Naumov,0.775
Jacob Olofsson,0.775
Adam Raska,0.775
Nolan Roed,0.775
Jan Rutta,2.75
Yegor Spiridonov,0.775
Riley Stillman,0.775
Philippe Veilleux,0.775
Saige Weinstein,0.783334
Mikhail Berdin,0.75
Carter Berger,0.775
Jake Boltmann,0.775
Callahan Burke,0.775
Austin Elliott,0.775
Olle Eriksson Ek,0.775
Jordan Frasca,0.859167
Curtis Hall,0.925
Jack Johnson,0.775
Filip Kral,0.775
Trevor Lewis,0.8
Yan Matveiko,0.775
Jaycob Megna,0.8
Greg Meireles,0.775
Josh Pillar,0.775
Adam Ruzicka,0.7625
Martin Rysavy,0.775
Ales Stezka,0.775
Dmitri Zlodeyev,0.775
Nate Benoit,0.775
Gabriel Carriere,0.795
Semyon Demidov,0.775
Glenn Gawdin,0.775
Tyler Kopff,0.975
Daylan Kuefler,0.84
Kaleb Lawrence,0.8525
Bennett MacArthur,0.859167
Ty Murchison,0.86
Oliver Okuliar,0.87
Matej Pekar,0.764167
Luka Radivojevic,0.775
Carter Sanderson,0.775
Adam Scheel,0.775
Alexander Zetterberg,0.775
Stepan Zvyagin,0.775
Albin Eriksson,0.775
Dylan Ferguson,0.775
Ryan Francis,0.775
Alexander Gordin,0.775
Nikita Guslistov,0.775
Ty Henry,0.775
Jakub Kos,0.775
Jackson Kunz,0.775
Ludvig Lafton,0.775
Matteo Mann,0.775
Liam McLinskey,0.775
Brendan McMorrow,0.775
Sutter Muzzatti,0.775
Artemi Pleshkov,0.775
Oskari Salminen,0.855
Marcus Sylvegard,0.87
Evan Vierling,0.775
Max Willman,0.775
Jonathan Dahlen,0.75
Joe Fleming,0.836666
Brendan Gaunce,0.775
Tynan Lawrence,0.775
Cade Littler,0.775
Tyler Parsons,0.77175
Colin White,0.775
Liam Arnsby,0.775
Artyom Barabosha,0.775
Evan Barratt,0.87
Alex Belzile,0.775
Jeremy Bracco,0.7
Judd Caulfield,0.8375
Matteo Costantini,0.775
Michael Emerson,0.775
Evan Fitzpatrick,0.75
Gustav Karlsson,0.775
Evgeni Kashnikov,0.775
Sean Keohane,0.775
Liam Kirk,0.813333
Stevie Leskovar,0.86
Ben Merrill,0.775
Tristen Nielsen,0.87
Rem Pitlick,1.1
Brandon Scanlin,0.775
Zach Schulz,0.775
Albert Sjoberg,0.775
Gustav Sjoqvist,0.775
Josiah Slavin,0.775
Kirill Tyutyayev,0.775
Kirill Ustimenko,0.825833
Cole Brady,0.775
Brett Brochu,0.775
Luke Cavallin,0.79
Alexis Gravel,0.775
Alexis Joseph,0.775
Carson Latimer,0.775
Strauss Mann,0.8425
Luke Mistelbacher,0.775
Niklas Nordgren,0.775
Jonathan Aspirot,0.775
Rudolfs Balcers,0.75
Tim Berni,0.925
Artur Cholach,0.775
Brendan Dunphy,0.775
Mark Friedman,0.775
Matthew Hlacar,0.775
Simon Knak,0.775
Demetrios Koumontzis,0.775
Matt Lahey,0.775
Mazden Leslie,0.775
Josh Lopina,0.878333
Ryan MacPherson,0.775
Sami Niku,0.75
Victor Raftheim,0.775
Justin Richards,0.775
Fisher Scott,0.775
Michael Sgarbossa,0.775
Jack Smith,0.775
Daniil Sobolev,0.775
Nathan Staios,0.859167
Bobby Trivigno,0.925
Klavs Veinbergs,0.775
Maxon Vig,0.775
Christian Wolanin,0.775
Dereck Baribeau,0.738541
Hugo Havelid,0.775
Petr Kvaca,0.775
Ilya Nikolaev,0.836667
Lukas Svejkovsky,0.859167
Kyle Aucoin,0.775
Ales Cech,0.775
Nolan Collins,0.775
Owen Conrad,0.775
Ashton Cumby,0.775
Aidan Dudas,0.7875
Arnaud Durandeau,0.7625
Casey Fitzgerald,0.775
Tyson Galloway,0.775
Tomas Galvas,0.775
Brandon Gignac,0.775
Kevin Gravel,0.775
Denis Gurianov,0.85
Haakon Hanelt,0.775
Luke Henman,0.775
Sigge Holmgren,0.775
Cole Huckins,0.775
Topias Hynninen,0.775
Simon Johansson,0.855
Nils Juntorp,0.775
Kristian Kostadinski,0.775
Mathias Laferriere,0.775
Connor Lockhart,0.775
Ivan Lodnia,0.755052
Cameron MacDonald,0.775
Mikhail Maltsev,0.775
Tnias Mathurin,0.775
Hugh McGing,0.775
Israel Mianscum,0.775
Will Murphy,0.775
Casper Nassen,0.775
Cameron ONeill,0.775
Jack Phelan,0.775
Vitali Pinchuk,0.775
Jacob Ragnarsson,0.775
Oliver Tarnstrom,0.775
Jaxsen Wiebe,0.8525
Jakub Zboril,1.1375
Radim Zohorna,0.775
Albin Boija,0.775
Josh Brook,0.795
Daniil Isayev,0.775
Kyle Keyser,0.775
Maxim Motorygin,0.775
Jacob Peterson,0.775
Topi Ronni,0.775
Luke Toporowski,0.87
Dylan Wells,0.75
Frederic Allard,0.75
Rasmus Asplund,0.775
Eli Barnett,0.775
Bauer Berry,0.775
Anton Blidh,0.775
Maxim Cajkovic,0.850833
Kienan Draper,0.775
Daniil Gutik,0.775
Dillon Hamaliuk,0.789167
Ty Henricks,0.775
Samuel Jung,0.775
Kalle Kangas,0.775
Philip Kemp,0.775
Hank Kempf,0.775
Otto Koivula,0.8
Daniel Laatsch,0.86
Mason Langenbrunner,0.775
Alexander Ljungkrantz,0.775
Oskar Magnusson,0.775
Denis Malgin,0.75
Matias Mantykivi,0.775
Victor Mete,0.775
Mason Millman,0.818333
Markus Niemelainen,0.7625
Quinn Olson,0.775
Milton Oscarson,0.775
Norwin Panocha,0.775
William Samuelsson,0.775
Linus Sjodin,0.775
Oskar Steen,0.8
Malcolm Subban,0.775
Jarred Tinordi,0.8
Dominic Toninato,0.85
Xavier Villeneuve,0.775
Raivis Ansons,0.844167
Ole Bjorgvik-Holm,0.775
Robert Bortuzzo,0.775
Taro Hirose,0.85
Olli Juolevi,0.75
Phil Kessel,1.5
Tyler Angle,0.850833
Justin Bailey,0.8
Warren Clark,0.775
Jeremy Davies,1.15
Sean Day,0.775
Sheldon Dries,0.775
Rico Gredig,0.775
Ethan Hay,0.775
Joe Hicketts,0.775
Brett Hyland,0.775
Martin Jones,0.875
Fredrik Karlstrom,0.775
Milos Kelemen,0.775
Santtu Kinnunen,0.855
Patrik Koch,0.775
Michael Koster,0.775
Ryan Lin,0.775
Stelio Mattheos,0.75
Owen Mehlenbacher,0.775
Grant Mismash,0.8425
Oscar Pantzare,0.775
Janne Peltonen,0.775
Derrick Pouliot,0.775
Kristian Reichel,0.775
Eduards Tralmaks,0.775
Chris Wagner,0.775
Colton White,0.775
Alexander Barabanov,2.5
Oscar Dansk,0.775
Will Bitten,0.775
Sebastian Bradshaw,0.775
Gabriel Carlsson,0.75
Nathan Clurman,0.775
Arvid Costmar,0.775
Ryder Donovan,0.775
Noah Ellis,0.775
Linards Feldbergs,0.775
Viktor Fyodorov,0.775
Patrick Geary,0.775
Tim Gettinger,0.775
Ben Gleason,0.775
Dennis Good Bogg,0.775
Viktor Hurtig,0.775
Jere Innala,0.87
Loke Krantz,0.775
Viktor Lodin,0.83
Anton Lundmark,0.975
Cooper Marody,0.7625
Travis Mitchell,0.775
Antoine Morand,0.778333
Jaxon Nelson,0.87
Gustav Olofsson,0.775
Luke Reid,0.775
Axel Rindell,0.83875
Steven Santini,0.775
Peetro Seppala,0.855
Dylan Sikura,0.75
Cal Thomas,0.775
Sean Tschigerl,0.775
Zach Uens,0.775
Dmitry Zavgorodniy,0.78
Pasquale Zito,0.775
Ivan Chekhovich,0.776667
Slava Demin,0.775
Louis-Antoine Denault,0.775
Arvid Holm,0.775
Jimmy Huntington,0.775
Joseph Abate,0.775
Corey Andonovski,0.775
Gavin Bayreuther,0.775
Antoine Dorion,0.775
Jaydon Dureau,0.841667
Hugo Fagerblom,0.775
Gianni Fairbrother,0.848333
Carson Focht,0.821667
Jaxon Fuder,0.916667
Jon Gillies,0.75
Matvey Guskov,0.775
Libor Hajek,0.8
Reese Hamilton,0.775
Noel Hoefenmayer,0.775
Jacob Holmes,0.775
Zakary Karpa,0.775
Cole Krygier,0.8375
Joey Larson,0.8725
Alex Limoges,0.775
Linus Lindstrand Cronholm,0.775
Matt Luff,0.775
Andrew MacNiel,0.775
Thimo Nickl,0.775
Petteri Nurmi,0.775
Montana Onyebuchi,0.775
Bruno Osmanis,0.775
Luke Philp,0.775
Brogan Rafferty,0.775
Joel Ratkovic Berndtsson,0.775
Jamiro Reber,0.775
Daxon Rudolph,0.775
Jake Schmaltz,0.775
Mikhail Shalagin,0.775
Linus Soderstrom,0.775
Dmitry Sokolov,0.765
Grant Spada,0.775
David Tendeck,0.783333
Toni Utunen,0.775
Michael Vukojevic,0.850833
Tyler Weiss,0.775
Adam Brooks,0.7625
Ben Harpur,0.7875
Henri Nikkanen,0.859167
Zach Senyshyn,0.75
Tanner Adams,0.775
Seth Barton,0.8325
Mikey Berchild,0.775
Xavier Bernard,0.775
Kasper Bjorkqvist,0.75
Wyatt Bongiovanni,0.775
Victor Brattstrom,0.75
Nicholas Caamano,0.775
Riley Fiddler-Schultz,0.865
Pano Fimis,0.775
James Fisher,0.775
Martin Frk,0.775
John Fusco,0.775
Jordan Gross,0.7625
Braden Hache,0.775
Bear Hughes,0.775
Aaron Huglen,0.775
Adam Huska,0.75
Jaxon Jacobson,0.775
Blade Jenkins,0.803333
Cole Jordan,0.775
Owen Lindmark,0.775
Alexei Lipanov,0.7475
Daniel Ljungman,0.775
Mackenzie MacEachern,0.775
Tomas Machu,0.775
Tomas Mazura,0.775
Zane McIntyre,0.775
Hunter Miska,0.725
Cameron Morrison,0.925
Ilya Nazarov,0.775
Fredrik Olofsson,0.775
Oscar Plandowski,0.775
Mason Primeau,0.825
Chase Priskie,0.775
Jaromir Pytlik,0.775
Dakoda Rheaume-Mullen,0.775
Brett Seney,0.775
Sam Stange,0.775
Cam Thiesing,0.87
Alexander True,0.775
Daniil Ustinkov,0.775
Alexander Volkov,0.925
Isak Walther,0.775
Jasper Weatherby,0.775
Patryk Zubek,0.775
Vincent Dunn,0.775
Dylan Gambrell,0.775
Nikita Gusev,1.0
Jujhar Khaira,0.775
Jachym Kondelik,0.855
Nathan Schnarr,0.775
Dawson Barteaux,0.783333
Drew Bavaro,0.8675
Harrison Blaisdell,0.775
Roman Bychkov,0.775
Drake Caggiula,0.775
Filip Chlapik,0.735
Luke Devlin,0.775
Braden Doyle,0.775
Jakub Galvas,0.8675
Nico Gross,0.775
Kam Hendrickson,0.775
Ryan Hitchcock,0.775
Joshua Ho-Sang,0.7
Patrik Kerkola,0.775
Lenni Killinen,0.775
Egor Korshkov,0.775
Janne Kuokkanen,1.825
Jacob Larsson,0.775
Jakob Leander,0.775
Lukas Matecha,0.775
Declan McDonnell,0.775
Navrin Mutter,0.775
Patrik Nemeth,2.5
Reece Newkirk,0.828333
Yevgeni Oksentyuk,0.828333
Tarmo Reunanen,0.809167
Mathis Rousseau,0.775
William Rousseau,0.775
Ostap Safin,0.775
Zach Sanford,0.775
Ian Scott,0.805834
Devin Shore,0.775
Wilmer Skoog,0.775
Riley Stotts,0.775
Riku Tohila,0.775
Keean Washkurak,0.8625
Adam Werner,0.75
Mikkel Aagaard,0.775
Kody Clark,0.808334
Liam Gilmartin,0.775
Cameron Hillis,0.838333
Joe Iginla,0.775
Andreas Johnsson,0.8
Dru Krebs,0.775
Manix Landry,0.775
Jake Livanavage,0.775
Ephram McNutt,0.775
Blake Murray,0.791667
Matt Nieto,0.9
Adam Novotny,0.775
Tomas Pobezal,0.775
Antti Raanta,1.5
Scott Reedy,0.775
Nick Ritchie,2.5
Mitchell Russell,0.836667
Kevin Shattenkirk,1.05
Albin Sundsvik,0.775
Ilya Usov,0.775
Ken Appleby,0.7625
Samuel Asselin,0.8
Jeremy Brodeur,0.775
Bryce Brodzinski,0.775
Carson Cameron,0.775
Joseph Cecconi,0.775
Luca Cunti,0.775
Alexandr Darin,0.775
Laurent Dauphin,0.75
Matt Davis,0.775
Joseph Duszak,0.75
Kaden Fulcher,0.733333
Aidan Fulp,0.87
Rhett Gardner,0.775
James Greenway,0.775
Seth Griffith,0.7625
Eric Hjorth,0.775
Waltteri Ignatjew,0.87
Joni Ikonen,0.775
Marc Johnstone,0.775
Oliwer Kaski,0.925
Ethan Keppen,0.775
Keith Kinkaid,0.775
Miska Kukkonen,0.775
Samuel Laberge,0.775
Adam Mascherin,0.775
Ryan McGregor,0.775
Cliff Pu,0.745
Vili Saarijarvi,0.6975
Wyatt Schingoethe,0.775
Kirill Slepets,0.775
Benjamin Strinden,0.775
Tyler Wall,0.925
Chase Yoder,0.775
Will Zmolek,0.92
Daniil Anatsky,0.775
Joachim Blichfeld,0.75
Jackson Cates,0.775
Filip Cederqvist,0.85
Connor Corcoran,0.813333
Vincent Desjardins,0.775
Jonathan Fauchon,0.775
Pavel Gogolev,0.834167
Dillon Heatherington,0.7625
Lev Katzin,0.775
Oskari Laaksonen,0.853333
Joona Luoto,0.75
Brady Lyle,0.775
Jack Malone,0.775
Luke Martin,0.775
Patrick Moynihan,0.775
Josh Nadeau,0.775
Rocco Pelosi,0.775
Viktor Persson,0.775
Ethan Phillips,0.775
Theo Rochette,0.775
Justin Schultz,3.0
Dmitri Silantyev,0.775
Aarne Talvitie,0.8425
Jiri Tichacek,0.775
Chris Tierney,0.775
Nail Yakupov,0.875
Peter Abbandonato,0.775
Santeri Airola,0.775
Maxim Arefyev,0.775
Benjamin Baumgartner,0.775
Ben Brinkman,0.775
Luka Burzan,0.775
Nick Capone,0.775
Mathieu Corbeil,0.775
Dawson Cowan,0.775
Brayden Edwards,0.775
Fedor Gordeev,0.791667
Cameron Hebig,0.8125
Alexander Hellnemo,0.775
Trevor Janicke,0.775
Patrick Khodorenko,0.925
Brandon Kruse,0.775
Pascal Laberge,0.799333
Sasha Mutala,0.775
Valentin Nussbaumer,0.775
Lawrence Pilut,0.75
Danil Savunov,0.775
Justin Schutz,0.775
Kole Sherwood,0.75
Shamil Shmakov,0.775
Spencer Smallman,0.775
Konstantin Volkov,0.775
Tomas Vomacka,0.81
Filip Westerlund,0.775
Alex Young,0.775
Pontus Aberg,0.75
Justin Almeida,0.809166
Riley Barber,0.75
Carl Berglund,0.95
Maddox Dagenais,0.775
Zachary Emond,0.786667
Jesper Froden,0.75
Jordan Gavin,0.775
Leon Gawanke,0.775
Mark Giordano,0.8
Yegor Graf,0.775
Jacob Guevin,0.775
Beau Jelsma,0.775
Felix Lacerte,0.775
Marc Lajoie,0.775
Josh Leivo,0.75
Nicolas Meloche,0.95
Brennan Menell,0.75
Mitchell Miller,0.861667
Zachary Morin,0.775
Cedric Pare,0.775
Nolan Patrick,1.2
Jackson Perbix,0.775
Nic Petan,0.7625
Jacob Pivonka,0.775
Chase Reid,0.775
Felix Robert,0.8575
Lukas Sawchyn,0.775
Dmitri Semykin,0.775
Magomed Sharakanov,0.775
Evgeny Svechnikov,0.75
Joel Teasdale,0.75
Vladimir Tkachev,0.775
Oliver Tulk,0.775
Artyom Vilchinsky,0.775
JJ Wiebusch,0.775
Matt Abt,0.775
Filip Berglund,0.8175
J-F Berube,0.75
Ryan Bischel,0.775
Nick Bonino,0.8
Brayden Burke,0.75
Connor Carrick,0.775
Anthony Cristoforo,0.775
Michael Dal Colle,0.775
Maxim Denezhkin,0.775
Eric Engstrand,0.775
Lucas Feuk,0.775
Cole Fonstad,0.775
Jakob Forsbacka Karlsson,0.916667
Jack Gorniak,0.775
Samuel Houde,0.775
David Kase,0.768333
Mikko Lehtonen,0.9
Jonathan Lemieux,0.775
Chase McLane,0.775
Allan McShane,0.775
Nikola Pasic,0.775
Eemeli Rasanen,0.775
Roddy Ross,0.775
Radim Simek,2.25
Timofey Spitserov,0.775
Nick Swaney,0.775
Billy Sweezey,0.775
Ty Taylor,0.775
Beck Warm,0.75
Maksim Zhukov,0.775
Juhamatti Aaltonen,0.775
Niklas Aaram-Olsen,0.775
Collin Adams,0.8
Carl Axelsson,0.775
Cole Bardreau,0.75
Callum Booth,0.75
Kyle Chyzowski,0.775
Liam Danielsson,0.775
Peter Diliberatore,0.880833
Elliot Ekmark,0.775
Luca Fantilli,0.775
William Francis,0.775
Mac Gadowsky,0.775
Vladimir Galkin,0.775
Martin Haronik,0.775
Jayce Hawryluk,0.75
J.P. Hurlburt,0.775
Jesperi Kotajarvi,0.775
Jake Martin,0.775
Roland McKeown,0.7625
Luke Pavicich,0.775
Ville Petman,0.88375
Matias Rajaniemi,0.775
Derek Ryan,0.9
Artyom Shchuchinov,0.775
Grant Slukynsky,0.775
Jan Spunar,0.775
Ondrej Stebetak,0.775
Matthew Thiessen,0.775
Hudson Thornton,0.775
Matej Tomek,0.775
Jeremy Wilmer,0.775
Trevor Wong,0.775
John Adams,0.775
Pontus Andreasson,0.8425
Jack Becker,0.775
Axel Bergkvist,0.775
Felix Bibeau,0.775
Dennis Busby,0.775
Will Butcher,0.775
Dustin Byfuglien,7.6
Trevor Carrick,0.775
Marcus Davidsson,0.775
Shane Eiserman,0.775
Elliot Ekefjard,0.775
Ty Glover,0.859167
Alex Green,0.775
James Hardie,0.775
Zack Hayes,0.775
Nick Henry,0.798333
Mike Hoffman,4.5
David Hrenak,0.8425
Santeri Huovila,0.775
Lukas Jasek,0.853333
Marcus Karlberg,0.775
Connor Kelley,0.775
Otto Kivenmaki,0.775
Semyon Kizimov,0.775
Jordan Kooy,0.775
Ilya Kovalchuk,0.7
Karson Kuhlman,0.775
Oskar Lindblom,2.5
Kalle Loponen,0.775
Sakari Manninen,0.75
Jacob McGrew,0.771667
Ben Meehan,0.775
Jeremy Michel,0.775
Wyatt Newpower,0.7875
Karel Plasek,0.846667
Gage Quinney,0.775
Matt Schmalz,0.775
Quinn Schmiemann,0.775
Denis Smirnov,0.775
Otto Somppi,0.75
Spencer Sova,0.775
Marc Staal,1.1
C.J. Suess,0.775
Jordan Tourigny,0.775
Joren Van Pottelberghe,0.775
Nicholas VanTassell,0.775
Mitch Vande Sompel,0.775
Scott Walford,0.775
McKade Webster,0.775
Linus Weissbach,0.775
Ruslan Abrosimov,0.775
Karri Aho,0.775
Olle Alsing,0.85875
Andrei Altybarmakyan,0.775
Pierre-Edouard Bellemare,0.775
Yaroslav Busygin,0.775
Diego Buttazoni,0.775
Roman Durny,0.8075
Max Ellis,0.83875
Sam Hentges,0.855
Jack Hextall,0.775
Christian Jaros,0.775
Lucas Karmiris,0.775
Nikita Khoruzhev,0.775
Jakub Konecny,0.775
Michael Krutil,0.775
Ilya Kvochko,0.775
Marek Langhamer,0.66
Yaroslav Likhachyov,0.775
Matus Lisy,0.775
Maxim Marushev,0.81
Greg McKegg,0.7625
Noah Meier,0.775
Jared Moe,0.775
Nestor Noiva,0.775
Marcus Nordmark,0.775
Markus Nurmi,0.8425
Niklas Nykyri,0.775
Stephen Peck,0.775
Chandler Romeo,0.775
Aleksi Saarela,0.753333
Gilles Senn,0.8175
Jakob Silfverberg,5.25
Samuel Sjolund,0.775
Alexander Smolin,0.775
Jimi Suomi,0.775
Tuomas Suoniemi,0.775
Adam Valentini,0.775
Noa Vali,0.775
Lukas Vejdemo,0.75
Antonin Verreault,0.775
Artyom Zagidulin,0.7
Kenny Agostino,0.7375
Anton Andersson,0.775
Anthony Angello,0.775
Dylan Anhorn,0.775
Travis Barron,0.775
Ryan Bednard,0.8175
Jordy Bellerive,0.775
Gustav Berglund,0.775
Anders Bjork,1.6
Daniel Brickley,0.7
Daniel Bukac,0.775
Matthew Cairns,0.775
Kevin Connauton,0.775
Kyle Crnkovic,0.775
Jonathan Davidsson,0.768333
Jan Drozg,0.809166
Martins Dzierkals,1.4
Jesper Fast,2.4
Matthew Filipe,0.775
Sam Gagner,0.775
Zach Gallant,0.786667
Tobias Geisser,0.775
Nikolay Goldobin,0.9
Maxim Golod,0.793333
Gavin Hain,0.775
Wacey Hamilton,0.775
Dany Heatley,0.775
Martin Hugo Has,0.775
Alex Khokhlachev,0.775
Liam Kilfoil,0.775
Bryce Kindopp,0.925
Ryan Kirwan,0.775
Simon Kjellberg,0.775
Gabe Klassen,0.775
Jack Kopacka,0.745
Kasper Kotkansalo,0.775
Jacob Kucharski,0.775
Maddox Labre,0.775
Mathis Langevin,0.775
Jacob LeGuerrier,0.775
Otto Leskinen,0.75
Josh Maniscalco,0.853333
Bradley Marek,0.79
Nicolas Mattinen,0.775
Kirill Maximov,0.775
Gerald Mayhew,0.775
Case McCarthy,0.775
Ryan McCleary,0.775
Max McCormick,0.775
Michael McNiven,0.75
Cole Moberg,0.775
Anthony Nigro,0.775
Kim Nousiainen,0.859167
Petrus Palmu,0.825833
Brinson Pasichnuk,0.925
Dion Phaneuf,7.0
Markus Phillips,0.796666
Austin Poganski,0.75
Nikita Popugaev,0.775
Nicholas Porco,0.775
Dan Renouf,0.7625
Milos Roman,0.775
Anthony Romano,0.775
Ty Ronning,0.75
Marc-Olivier Roy,0.775
Kristians Rubins,0.75
Tyrel Seaman,0.775
Jesper Sellgren,0.803333
Egor Serdyuk,0.775
Blake Speers,0.75
Sloan Stanick,0.775
Tyler Steenbergen,0.770833
Austin Strand,0.75
Eetu Tuulola,0.809167
Austin Wong,0.775
Yegor Zaitsev,0.775
Gavin Abric,0.775
Filip Ahl,0.775
Daniel Alexander Jencko,0.775
Niclas Almari,0.809166
Marcus Almquist,0.775
Hunter Anderson,0.775
Mantas Armalis,0.775
Oskar Asplund,0.775
Jack Badini,0.805
Arvid Bergstrom,0.775
Jonathan Bernier,4.125
Attilio Biasca,0.775
Marko Bilic,0.775
Timur Bilyalov,0.775
Madison Bowey,0.75
Matt Brassard,0.775
Connor Bunnaman,0.75
Tyler Bunz,0.775
Cole Burbidge,0.775
Eric Burger,0.775
Brady Burns,0.775
Ryan Cameron,0.775
Ryan Carpenter,0.775
Justin Cote,0.775
Alexander Daryin,0.775
Jean-Sebastien Dea,0.7625
Kocha Delic,0.775
Emerik Despatie,0.775
Thomas Desruisseaux,0.775
Hunter Drew,0.793333
Tyler Duke,0.775
Ryan Dzingel,0.75
Joshua Eernisse,0.775
Florian Elias,0.775
Maxim Fedotov,0.775
Spencer Foo,0.75
Gabriel Frasca,0.775
Riese Gaber,0.775
Rocco Grimaldi,2.0
Michael Hagens,0.775
Dylan Hryckowian,0.775
Mitja Jokinen,0.775
Yegor Klimovich,0.775
Michael La Starza,0.775
Elmeri Laakso,0.775
Anton Levtchi,0.8425
Luke Loheit,0.775
Albert Lyckasen,0.775
Saku Maenalanen,0.75
Juuso Maenpaa,0.775
Dustyn McFaul,0.775
Ryan Murray,0.75
Robin Nico Antenen,0.775
Aaron Obobaifo,0.775
John Parsons,0.775
Alexander Pershakov,0.775
Matthew Soto,0.775
Garret Sparks,0.75
Samuel St-Hilaire,0.775
Hunter Strand,0.775
Matias Vanhanen,0.775
Markus Vidicek,0.775
Mathew Ward,0.775
Braidy Wassilyn,0.775
Chris Wideman,0.7625
Tyler Wotherspoon,0.7625
Nikita Zaitsev,4.5
Danila Zhuravlyov,0.855
Miro Aaltonen,0.925
Justin Abdelkader,4.25
Morgan Adams-Moisan,0.775
Alexandre Alain,0.753333
Jett Alexander,0.775
Mark Alt,0.7
Artem Anisimov,4.55
Josh Archibald,0.8
Brandon Baddock,0.75
Josh Bailey,5.0
Nicholas Baptiste,0.7875
J.C. Beaudin,0.7
Nathan Beaulieu,0.85
Rasmus Bengtsson,0.775
Victor Berglund,0.818333
Jake Bischoff,0.716667
Anthony Bitetto,0.75
